Run	Sample	Dataset	Table	Hypoxia_state	Cell_type_new	Cell_type	Cell_type_details	Extended_details	Stimulation	Therapy	Modification	Diagnosis	GSM	Sorting_markers	Comment	Cell_origin	Rna_extraction_kit	Library_preparation_kit	Cells_isolation_kit	Donor_id	Gender	Age	Age_range	PMID	Material_type	Layout	Readcounts	To_check	QC_bad	QC_good	QC_score	Who_checks	Decision	Expression_comment	Run_id	Sample_id	Run_tiledb_id	Sample_tiledb_id	Spike_in	Response	Material_sampling_time	Only for target (CR type)	Prior_surgery	Adverse_event	Diagnosis_comment	Stage	Combo_class	Measurement_method	Race/Ethnicity	UMI (Only for target)	Deconvolution_cell_type	Filter_tag	Filter_tag
ERR2929085	ERX2932021	E-MTAB-6647	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Breast_Neoplasm	line	CAL-120	incubated in DMEM-F12 in hypoxia (0.1% O2)	Without_therapy	Without_modification	Metastatic			Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		21C					polyA RNA	PAIRED	25911237.26				5.833333333				64604	46970	62910	45436													Breast_Neoplasm		
ERR2929086	ERX2932022	E-MTAB-6647	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Breast_Neoplasm	line	MDA-MB-468	incubated in DMEM-F12 in hypoxia (0.1% O2)	Without_therapy	Without_modification	Metastatic			Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		23A					polyA RNA	PAIRED	33212453.9				5.833333333				64605	46971	62911	45437													Breast_Neoplasm		
ERR2929087	ERX2932023	E-MTAB-6647	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Breast_Neoplasm	line	MDA-MB-468	incubated in DMEM-F12 in hypoxia (0.1% O2)	Without_therapy	Without_modification	Metastatic			Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		23B					polyA RNA	PAIRED	26501251.65				5.833333333				64606	46972	62912	45438													Breast_Neoplasm		
ERR2929088	ERX2932024	E-MTAB-6647	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Breast_Neoplasm	line	MDA-MB-468	incubated in DMEM-F12 in hypoxia (0.1% O2)	Without_therapy	Without_modification	Metastatic			Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		23C					polyA RNA	PAIRED	28190720.81				5.833333333				64607	46973	62913	45439													Breast_Neoplasm		
ERR2929089	ERX2932025	E-MTAB-6647	Cancer_cell_lines_to_check	Control	Breast_Neoplasm	Invasive_Ductal_Breast_Carcinoma	line	BT-549	incubated in DMEM-F12 in normoxia (21%O2)	Without_therapy	Without_modification				Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		13A					polyA RNA	PAIRED	39222027.57				5.833333333				64608	46974	62914	45440													Invasive_Ductal_Breast_Carcinoma		
ERR2929090	ERX2932026	E-MTAB-6647	Cancer_cell_lines_to_check	Control	Breast_Neoplasm	Invasive_Ductal_Breast_Carcinoma	line	BT-549	incubated in DMEM-F12 in normoxia (21%O2)	Without_therapy	Without_modification				Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		13B					polyA RNA	PAIRED	27645318.05				5.833333333				64609	46975	62915	45441													Invasive_Ductal_Breast_Carcinoma		
ERR2929091	ERX2932027	E-MTAB-6647	Cancer_cell_lines_to_check	Control	Breast_Neoplasm	Invasive_Ductal_Breast_Carcinoma	line	BT-549	incubated in DMEM-F12 in normoxia (21%O2)	Without_therapy	Without_modification				Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		13C					polyA RNA	PAIRED	28466669.77				5.833333333				64610	46976	62916	45442													Invasive_Ductal_Breast_Carcinoma		
ERR2929092	ERX2932028	E-MTAB-6647	Cancer_cell_lines_to_check	Control	Breast_Neoplasm	Breast_Neoplasm	line	CAL-120	incubated in DMEM-F12 in normoxia (21%O2)	Without_therapy	Without_modification	Metastatic			Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		15A					polyA RNA	PAIRED	28858186.89				5.833333333				64611	46977	62917	45443													Breast_Neoplasm		
ERR2929093	ERX2932029	E-MTAB-6647	Cancer_cell_lines_to_check	Control	Breast_Neoplasm	Breast_Neoplasm	line	CAL-120	incubated in DMEM-F12 in normoxia (21%O2)	Without_therapy	Without_modification	Metastatic			Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		15B					polyA RNA	PAIRED	26967577.79				5.833333333				64612	46978	62918	45444													Breast_Neoplasm		
ERR2929094	ERX2932030	E-MTAB-6647	Cancer_cell_lines_to_check	Control	Breast_Neoplasm	Breast_Neoplasm	line	CAL-120	incubated in DMEM-F12 in normoxia (21%O2)	Without_therapy	Without_modification	Metastatic			Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		15C					polyA RNA	PAIRED	28054334.37				5.833333333				64613	46979	62919	45445													Breast_Neoplasm		
ERR2929095	ERX2932031	E-MTAB-6647	Cancer_cell_lines_to_check	Control	Breast_Neoplasm	Breast_Neoplasm	line	MDA-MB-468	incubated in DMEM-F12 in normoxia (21%O2)	Without_therapy	Without_modification	Metastatic			Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		17A					polyA RNA	PAIRED	24584390.67				5.833333333				64614	46980	62920	45446													Breast_Neoplasm		
ERR2929096	ERX2932032	E-MTAB-6647	Cancer_cell_lines_to_check	Control	Breast_Neoplasm	Breast_Neoplasm	line	MDA-MB-468	incubated in DMEM-F12 in normoxia (21%O2)	Without_therapy	Without_modification	Metastatic			Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		17B					polyA RNA	PAIRED	26116742.94				5.833333333				64615	46981	62921	45447													Breast_Neoplasm		
ERR2929097	ERX2932033	E-MTAB-6647	Cancer_cell_lines_to_check	Control	Breast_Neoplasm	Breast_Neoplasm	line	MDA-MB-468	incubated in DMEM-F12 in normoxia (21%O2)	Without_therapy	Without_modification	Metastatic			Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		17C					polyA RNA	PAIRED	26571366.34				5.833333333				64616	46982	62922	45448													Breast_Neoplasm		
ERR2929098	ERX2932034	E-MTAB-6647	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Invasive_Ductal_Breast_Carcinoma	line	BT-549	incubated in Plasmax in hypoxia (0.1% O2)	Without_therapy	Without_modification				Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		7A					polyA RNA	PAIRED	35219769.87				5.541666667				64617	46983	62923	45449													Invasive_Ductal_Breast_Carcinoma		
ERR2929099	ERX2932035	E-MTAB-6647	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Invasive_Ductal_Breast_Carcinoma	line	BT-549	incubated in Plasmax in hypoxia (0.1% O2)	Without_therapy	Without_modification				Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		7B					polyA RNA	PAIRED	26712699.54				5.833333333				64618	46984	62924	45450													Invasive_Ductal_Breast_Carcinoma		
ERR2929100	ERX2932036	E-MTAB-6647	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Invasive_Ductal_Breast_Carcinoma	line	BT-549	incubated in Plasmax in hypoxia (0.1% O2)	Without_therapy	Without_modification				Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		7C					polyA RNA	PAIRED	26285551.42				5.541666667				64619	46985	62925	45451													Invasive_Ductal_Breast_Carcinoma		
ERR2929101	ERX2932037	E-MTAB-6647	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Breast_Neoplasm	line	CAL-120	incubated in Plasmax in hypoxia (0.1% O2)	Without_therapy	Without_modification	Metastatic			Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		9A					polyA RNA	PAIRED	30783889.46				5.833333333				64620	46986	62926	45452													Breast_Neoplasm		
ERR2929102	ERX2932038	E-MTAB-6647	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Breast_Neoplasm	line	CAL-120	incubated in Plasmax in hypoxia (0.1% O2)	Without_therapy	Without_modification	Metastatic			Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		9B					polyA RNA	PAIRED	23801745.01				5.833333333				64621	46987	62927	45453													Breast_Neoplasm		
ERR2929103	ERX2932039	E-MTAB-6647	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Breast_Neoplasm	line	CAL-120	incubated in Plasmax in hypoxia (0.1% O2)	Without_therapy	Without_modification	Metastatic			Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		9C					polyA RNA	PAIRED	30139080.96				5.833333333				64622	46988	62928	45454													Breast_Neoplasm		
ERR2929104	ERX2932040	E-MTAB-6647	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Breast_Neoplasm	line	MDA-MB-468	incubated in Plasmax in hypoxia (0.1% O2)	Without_therapy	Without_modification	Metastatic			Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		11A					polyA RNA	PAIRED	26808080.42				5.833333333				64623	46989	62929	45455													Breast_Neoplasm		
ERR2929105	ERX2932041	E-MTAB-6647	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Breast_Neoplasm	line	MDA-MB-468	incubated in Plasmax in hypoxia (0.1% O2)	Without_therapy	Without_modification	Metastatic			Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		11B					polyA RNA	PAIRED	34683688.24				4.666666667				64624	46990	62930	45456													Breast_Neoplasm		
ERR2929106	ERX2932042	E-MTAB-6647	Cancer_cell_lines_to_check	Hypoxia	Breast_Neoplasm_hypoxic	Breast_Neoplasm	line	MDA-MB-468	incubated in Plasmax in hypoxia (0.1% O2)	Without_therapy	Without_modification	Metastatic			Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		11C					polyA RNA	PAIRED	28421356.36				5.833333333				64625	46991	62931	45457													Breast_Neoplasm		
ERR2929107	ERX2932043	E-MTAB-6647	Cancer_cell_lines_to_check	Control	Breast_Neoplasm	Invasive_Ductal_Breast_Carcinoma	line	BT-549	incubated in Plasmax in normoxia (21%O2)	Without_therapy	Without_modification				Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		1A					polyA RNA	PAIRED	24341319.84				5.833333333				64626	46992	62932	45458													Invasive_Ductal_Breast_Carcinoma		
ERR2929108	ERX2932044	E-MTAB-6647	Cancer_cell_lines_to_check	Control	Breast_Neoplasm	Invasive_Ductal_Breast_Carcinoma	line	BT-549	incubated in Plasmax in normoxia (21%O2)	Without_therapy	Without_modification				Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		1B					polyA RNA	PAIRED	30374871.67				5.833333333				64627	46993	62933	45459													Invasive_Ductal_Breast_Carcinoma		
ERR2929109	ERX2932045	E-MTAB-6647	Cancer_cell_lines_to_check	Control	Breast_Neoplasm	Invasive_Ductal_Breast_Carcinoma	line	BT-549	incubated in Plasmax in normoxia (21%O2)	Without_therapy	Without_modification				Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		1C					polyA RNA	PAIRED	29201717.76				5.833333333				64628	46994	62934	45460													Invasive_Ductal_Breast_Carcinoma		
ERR2929110	ERX2932046	E-MTAB-6647	Cancer_cell_lines_to_check	Control	Breast_Neoplasm	Breast_Neoplasm	line	CAL-120	incubated in Plasmax in normoxia (21%O2)	Without_therapy	Without_modification	Metastatic			Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		3A					polyA RNA	PAIRED	32421976.66				5.833333333				64629	46995	62935	45461													Breast_Neoplasm		
ERR2929111	ERX2932047	E-MTAB-6647	Cancer_cell_lines_to_check	Control	Breast_Neoplasm	Breast_Neoplasm	line	CAL-120	incubated in Plasmax in normoxia (21%O2)	Without_therapy	Without_modification	Metastatic			Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		3B					polyA RNA	PAIRED	30989600.61				5.833333333				64630	46996	62936	45462													Breast_Neoplasm		
ERR2929112	ERX2932048	E-MTAB-6647	Cancer_cell_lines_to_check	Control	Breast_Neoplasm	Breast_Neoplasm	line	CAL-120	incubated in Plasmax in normoxia (21%O2)	Without_therapy	Without_modification	Metastatic			Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		3C					polyA RNA	PAIRED	30670559.46				5.833333333				64631	46997	62937	45463													Breast_Neoplasm		
ERR2929113	ERX2932049	E-MTAB-6647	Cancer_cell_lines_to_check	Control	Breast_Neoplasm	Breast_Neoplasm	line	MDA-MB-468	incubated in Plasmax in normoxia (21%O2)	Without_therapy	Without_modification	Metastatic			Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		5A					polyA RNA	PAIRED	26223765.06				5.833333333				64632	46998	62938	45464													Breast_Neoplasm		
ERR2929114	ERX2932050	E-MTAB-6647	Cancer_cell_lines_to_check	Control	Breast_Neoplasm	Breast_Neoplasm	line	MDA-MB-468	incubated in Plasmax in normoxia (21%O2)	Without_therapy	Without_modification	Metastatic			Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		5B					polyA RNA	PAIRED	34800246.11				5.833333333				64633	46999	62939	45465													Breast_Neoplasm		
ERR2929115	ERX2932051	E-MTAB-6647	Cancer_cell_lines_to_check	Control	Breast_Neoplasm	Breast_Neoplasm	line	MDA-MB-468	incubated in Plasmax in normoxia (21%O2)	Without_therapy	Without_modification	Metastatic			Cell lines were grown either in normoxia (21 percent oxygen) or in hypoxia (0.1 percent oxygen). Cells were cultured in 6-well plates, harvested in 600 uL RLT buffer (RNeasy Mini Kit, Qiagen) and homogenized (QIAshredder, Qiagen). Plasmax cell culture medium which is the subject of this study is produced in house and it is not commercially available. However the precise formulation as well as other relevant information on its production are provided in the manuscript.		RNeasy mini kit (Qiagen)	TruSeq RNA Library Prep Kit v2 (Illumina)		5C					polyA RNA	PAIRED	27788143.26				5.833333333				64634	47000	62940	45466													Breast_Neoplasm		
SRR9077723	SRX5852990	GSE131378	Cancer_cell_lines_to_check	Control	Lung_Adenocarcinoma	Lung_adenocarcinoma	line	A-549		Without_therapy	Without_modification		GSM3772912		rRNA was depleted using the RiboZero kit (Zymo)		miRNeasy Mini Kit (Qiagen)	TruSeq Stranded mRNA (illumina)		A549 normoxia rep1	M	58		32127384	total RNA	SINGLE	51411079				5.25				120304	96836	112263	88441													Lung_adenocarcinoma		
SRR9077724	SRX5852991	GSE131378	Cancer_cell_lines_to_check	Control	Lung_Adenocarcinoma	Lung_adenocarcinoma	line	A-549		Without_therapy	Without_modification		GSM3772913		rRNA was depleted using the RiboZero kit (Zymo)		miRNeasy Mini Kit (Qiagen)	TruSeq Stranded mRNA (illumina)		A549 normoxia rep2	M	58		32127384	total RNA	SINGLE	58408008				5.25				120307	96839	112266	88444													Lung_adenocarcinoma		
SRR9077725	SRX5852992	GSE131378	Cancer_cell_lines_to_check	Hypoxia	Lung_Adenocarcinoma_hypoxic	Lung_adenocarcinoma	line	A-549	0.5% O2, 37°C, 5% CO2	Without_therapy	Without_modification		GSM3772914		rRNA was depleted using the RiboZero kit (Zymo)		miRNeasy Mini Kit (Qiagen)	TruSeq Stranded mRNA (illumina)		A549 hypoxia rep1	M	58		32127384	total RNA	SINGLE	49046412				6.125				120306	96838	112265	88443													Lung_adenocarcinoma		
SRR9077726	SRX5852993	GSE131378	Cancer_cell_lines_to_check	Hypoxia	Lung_Adenocarcinoma_hypoxic	Lung_adenocarcinoma	line	A-549	0.5% O2, 37°C, 5% CO2	Without_therapy	Without_modification		GSM3772915		rRNA was depleted using the RiboZero kit (Zymo)		miRNeasy Mini Kit (Qiagen)	TruSeq Stranded mRNA (illumina)		A549 hypoxia rep2	M	58		32127384	total RNA	SINGLE	58305679				6.125				120308	96840	112267	88445													Lung_adenocarcinoma		
SRR9077727	SRX5852994	GSE131378	Cancer_cell_lines_to_check	Control	Breast_Neoplasm	Breast_Neoplasm	line	MCF-7		Without_therapy	Without_modification		GSM3772916		rRNA was depleted using the RiboZero kit (Zymo)		miRNeasy Mini Kit (Qiagen)	TruSeq Stranded mRNA (illumina)		MCF-7 normoxia rep1	F	69		32127384	total RNA	SINGLE	49225205				5.833333				120305	96837	112264	88442													Breast_Neoplasm		
SRR9077728	SRX5852995	GSE131378	Cancer_cell_lines_to_check	Control	Breast_Neoplasm	Breast_Neoplasm	line	MCF-7		Without_therapy	Without_modification		GSM3772917		rRNA was depleted using the RiboZero kit (Zymo)		miRNeasy Mini Kit (Qiagen)	TruSeq Stranded mRNA (illumina)		MCF-7 normoxia rep2	F	69		32127384	total RNA	SINGLE	48812380				5.833333				120311	96843	112270	88448													Breast_Neoplasm		
