	Supposed_GOI	FGES_source	Genes	Link
GSE2405_0H_VS_1.5H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	Neutrophils	MSigDb_Dif_Expression	ABCB8, MED29, TBX6, SMUG1, RASGRP1, MTA3, PRMT5, TJAP1, KLC3, PTP4A3, IMPA2, ZNF408, FRAT2, IMPDH1, TBC1D10C, XPO4, RAI1, CCDC125, FANCF, DNAJB1, SYNRG, C2orf68, PKNOX1, RUFY2, TRMT12, UBE2D3, OXA1L, TAF1C, DCP1B, ATPAF1, NSUN5, SNX15, TTC19, LRRC28, KARS1, POLE2, TCF7, PIP4K2A, CWC25, TCOF1, KIF23, TLE5, TIMM22, PSMD8, PIAS2, MED27, PHF23, PITPNA, SNAI3, TAF5L, CTNNBL1, MED12, TRIM56, GPS2, STK11, NOL11, ZNRF1, PYCARD, PADI3, SLX4, PLCXD2, EIF4A3, SART3, EIPR1, CD3D, ITGA4, MEF2D, ACD, RPA1, GATD1, KLHL6, AP4E1, PAG1, MAP4K1, DNM2, PRKAB1, OLA1, CHAF1B, IL16, ZMPSTE24, PXMP4, EPHB6, CD247, TAF1D, PAICS, CAND2, TMLHE, RAD18, TXNDC11, TP53I13, LYRM9, TYSND1, ANGPTL1, SATB1, CDT1, MRPS26, EXOSC10, CWF19L1, LSM2, DNAJC5, FBXO9, MAST3, DZIP1, APOOL, LYAR, EIF1AD, NSG2, METTL2B, CDC40, WRAP73, BTF3L4, NR1H2, FBRS, KYAT1, RAD9A, RBM19, SH2B1, ICAM2, SKAP1, CACNA2D4, CDCA4, MRPL35, VPS26B, SPATA2L, HIKESHI, TACC1, ABHD8, NDOR1, MAPK7, LETM1, EHMT1, ELMO1, SASH3, RNF5, MYBL1, ZBTB25, WDR24, PRKD3, GATAD1, E2F1, ZCCHC9, BAG5, CRTC3, GABPB2, TEX261, IPP, ORAI2, ABCB7, GNB1L, DERA, ZBTB45, TXNIP, ZAP70, CYFIP2, GGCX, RABGGTA, CEP57L1, RNPS1, TBXA2R, PBX4, TRAPPC12, PCNX3, ZBTB2, STRN4, PSD4, DDX23, FAM78A, BARD1, JADE2, CPA3, RNF126, SIT1, LAT, RHOH, RAD52, SH3GLB2, RAB35, DYNC1LI1, CCR9, RPF1, LTA4H, TTI1, RPS6KB2, ABL1, COPS4, DHODH, CBX2, INPP5E, NUP188, RGS14, PMS2, NADSYN1, DEF6, RAE1, ACAA2, HCFC1, NRM, OTUD5, SMC1A	MSigDb_Dif_Expression
GSE27786_NEUTROPHIL_VS_MONO_MAC_UP	Neutrophils	MSigDb_Dif_Expression	IFT46, TATDN1, BEST1, PAQR4, ZCCHC2, C5orf63, D2HGDH, DCTN2, AGBL5, ARL3, MAGED1, CYSTM1, CACNG2, MTUS1, HELZ2, PTCRA, CCNL2, SIRT2, GOLGA2, ACADM, MBP, HACD4, MSMO1, MIEN1, RASSF3, ATP6AP1, CNR1, SELENON, MAPK3, FOXO3, LAMTOR4, RCSD1, CDKN2AIP, SMOX, MIEF2, AKNA, CASP4, SDF4, CDK13, DCK, ATF7IP, TWF2, RBFA, OLFM4, BET1L, CDC34, RSAD2, PITHD1, PADI4, PAM, MYO1F, C1QTNF9, ZNRF1, ING4, CEP20, ANKS3, ARFIP1, DQX1, LGALS9B, ZMAT2, TAP2, MARCHF4, HCST, WDR77, PLEKHG3, ZNF217, C9orf78, PAG1, GSDMD, MGAT5B, PDZRN4, TTPAL, ZNF319, BMPR1A, ABI1, CLEC4E, CYP4B1, RGS19, SLC9A3R1, NDUFA13, TSPYL4, SLC16A12, PAIP2, IDH2, ZNF652, RIT1, IDUA, RBM42, STRN3, NCF1, ASNSD1, ZDHHC4, B3GNT2, PCOLCE, MYL2, VNN1, TMEM50A, CCDC88C, TRAPPC8, CERS2, SH3GLB1, YIPF1, SENP2, CMPK2, SERTAD2, DNAH6, CTSD, DHRS1, TSPAN13, YAF2, SON, TOX4, NAT8, VSIR, NLK, OVCA2, CILP, ARHGAP45, TACC1, C1orf122, CRYBG1, SREK1IP1, NFE2L2, TRMT9B, SIRT7, LGI4, RAB5IF, IPCEF1, SIX6, ZNF124, RP2, ITPRIP, CSF3R, SLC15A3, ALOX12, FCGR3A, MPC1, HERPUD2, PFKM, EVI2B, ADAMTS5, RAD51D, FAM120B, SHC4, TP53INP2, MIA3, IQSEC1, CLK3, DDX47, AMFR, PALS1, RAB20, ZMYM2, C17orf80, CTTNBP2, TNFRSF21, MINDY1, SYT17, UBL3, RGS5, ELMOD3, ARPC5, PTBP3, HSPB2, NR3C1, MFSD14A, NSMF, SIPA1L1, NSDHL, TFCP2L1, UNC13B, PNPLA1, CD37, H3C14, BBS2, ARG2, PRKAR1A, G0S2, TBC1D17, LMO2, FGD4, LDAF1, C22orf39, NFE2, UQCRC2, YWHAB, ZFHX4, JUNB, DGKA, LTF, COA5, DENND1C, SPI1, ZBTB24, SLITRK6, RAP1GDS1, TMEM131, ARHGEF4, EXOC7	MSigDb_Dif_Expression
GSE15139_GMCSF_TREATED_VS_UNTREATED_NEUTROPHILS_DN	Neutrophils	MSigDb_Dif_Expression	CHID1, RPRD2, ZFP90, STAT5A, C19orf48, OTUD6B, AVEN, APOLD1, CCDC82, MRTFB, APRT, PSD2, ARV1, DNAJC21, PDE4DIP, PTPRC, SRBD1, CARS1, UPF2, PA2G4, SEC63, ATP2B2, RAB14, MKRN2, LMAN2L, MYO5A, DAPP1, CALCRL, NIBAN1, GEMIN5, ALDH18A1, CSGALNACT1, NRAS, HBP1, PYCR1, RBMXL1, BRCA2, XPOT, MAP3K21, CHML, PPM1F, SNX11, GET1, CENPM, DHX33, ARHGAP21, FBXO31, CAAP1, RCBTB1, HNRNPA0, PORCN, INO80E, WDR31, CWC27, SMG1, ELAC2, EED, G3BP1, TRAK1, SLC7A1, EIF4G3, TMEM87A, SRSF1, LATS1, NRF1, OAS1, PDCD7, CLASRP, SULF2, DHX29, SPRN, LARP4B, GPRASP3, PLK1, POLE, RFWD3, SCOC, CTNNA1, CCDC9, IPMK, RNPC3, CDK6, CPOX, PPM1G, DCAKD, SERPINC1, SCO1, DHRS3, FZR1, UVSSA, TMEM181, SATB1, GAA, ATG3, NOL8, CDON, RUNX3, SMC5, DNAJB11, PHTF2, RUVBL1, CENPU, DNAJC2, PCNT, SLC66A3, ACTR2, KIFAP3, PRKCQ, PTCH1, CRIP2, TTI2, FAM204A, PDLIM1, MRPL35, PWWP2B, SELP, SRSF10, EPS15L1, PRKCH, GPAM, RCN2, NFE2L2, LARP1, TMEM214, CCDC6, SACS, RALGAPA1, LIME1, ARL4D, ERAP1, KDM5A, DCUN1D2, SLC25A2, ZMYM4, FLT1, SRP72, KNTC1, TBRG4, AGPAT4, SLC45A4, VAC14, GNB1L, FAM120B, TNFRSF10A, TMEM165, DDX6, RGP1, SEC11A, C10orf88, ESYT1, ZMIZ2, CPSF3, FTSJ3, FAM91A1, INTS8, OTUB2, ZCCHC4, NFKB1, SET, NSUN2, KCTD13, MDC1, LAS1L, DHX58, POP1, APC, CHST15, DUSP14, AEBP2, CCNF, ADAR, FPGT, KLF10, TXNRD2, DNAJA4, CS, USP14, TRAM2, CRELD2, ELP5, TRIM25, CNRIP1, SDHA, FANCD2, TRIM5, FUS, TMEM238, MAN2A1, OMA1, YWHAB, ZWILCH, NCOA2, KLF6, RBM15B, CPM, GNPDA1, TAMALIN, TDRKH, POLR2F	MSigDb_Dif_Expression
GSE37416_0H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_DN	Neutrophils	MSigDb_Dif_Expression	ERO1A, P2RX4, CAPN12, UAP1, ALKBH5, PDK1, MGAT3, C7orf50, PPP1R15A, TNFRSF14, TJAP1, MTMR4, DTNBP1, CHMP2B, LPCAT1, ABCA1, SRRM1, SH3BP5, DIABLO, P4HB, FBXO42, JMY, TRPT1, CCR5, GPR108, SNPH, CFDP1, INTS13, SLC36A4, CEP95, ZC3H7B, CRY1, PLCXD1, GADD45B, RPL10L, MAFG, GTF2H3, PLEKHB2, ASCC1, ATP9A, COPRS, TFRC, TPI1, SLAMF7, ADIPOR2, CXCL2, PFKL, TENT5A, LRRC1, F11, EIF4EBP1, MLLT6, ACVR1B, CREG1, NFKBIB, TNFRSF1B, TKTL1, CXorf65, ADM, SNHG12, RIOK3, SOD2, RASSF7, MGARP, PSMA6, SULF2, MTFP1, VEGFB, PDE4D, UBE2F, LSM12, MIR9-1HG, TGM3, ARMCX2, BMPR1A, TANC2, TNFRSF8, SAV1, MGAT1, DARS1, TXNDC11, LINC00847, HPCAL1, MAP3K13, STX4, CD300A, FUT11, ARL5B, PPP2R5B, BZW1, MTCH2, APBA3, TNFRSF14-AS1, CYC1, NSMCE2, SAP30, NDRG1, CCDC68, ANAPC16, THOC1, EFNA3, TPT1-AS1, CCDC93, RAMP2-AS1, SLC3A2, DNAJB9, PRKCH, CALR, NACA4P, SEC22B, SLC43A3, SGF29, DVL2, GNAI1, TMEM214, SNX8, ACP5, GUK1, XBP1, KANSL3, VAT1, ZBTB1, SPHK1, TGFBR1, AKAP10, ZFP62, RBAK, SPAG5-AS1, SIGLEC11, NBEAL1, RYBP, ATP6V1C1, ST13, CLK3, GCHFR, ITCH, REL, G3BP2, SETDB2, CATSPERG, C3, BCL2L2, DDX41, TPT1, KIAA1143, UBE2V2, HMG20B, VPS37A, DDIT3, ABCF1, INSM1, GNL1, COX20, ITPR1, TRAF1, POLR2J4, HIVEP2, MAFF, RIMKLB, UBAP2, NFKBIE, NUP58, EDEM1, PIK3C2B, HEXA, SGPP2, FAP, M6PR, ICAM1, FAM162A, WDR54, CST8, ARMCX3, XPNPEP1, CANX, ATP6V1F, ACP6, LGALS8, NGLY1, WDR91, EIF4B, SF3A1, MDM4, CLDND1, MCOLN1, MAPK6, FAM50A, DYNC2I1, USP28, PINX1, HMGXB4, RBPJ, ALDOA, HSPA13, GPAA1	MSigDb_Dif_Expression
GSE3982_NEUTROPHIL_VS_TH1_UP	Neutrophils	MSigDb_Dif_Expression	PLXNA2, PIAS1, BAZ2B, SMIM27, TMCC1, WDR26, CTDSP2, SCML1, OR10H2, MIR22HG, CDK20, RUFY1, ARHGAP25, ACAP2, BTBD7, GABRA3, IMPDH1, MSRA, DNAJC3, FMO1, TLR6, GRIA2, SLC22A14, CATSPERZ, UBE2D3, CCNI, KCNB1, KATNBL1, RNF141, MCL1, CAPZA1, SETD2, ALS2CL, CUL4B, GUCY2D, FOSL2, TACR3, SERPINA3, S100P, PFKFB2, TENT5A, NHLH2, VCL, NCK2, SQOR, RAB33B, LRRC2, RAC2, PADI4, MCF2, LRRFIP1, LOXL2, HLX, VPS37B, PRAME, FAM53C, TCTA, HNF4A, SARAF, LIMK2, HR, RAB7A, ZDHHC17, NSFL1C, HEY1, CX3CL1, MIR9-1HG, ZNF446, P2RY14, TRAPPC14, TCIRG1, SDHB, IL1R1, EXOC1, BIN2, LRRC37BP1, CDC14A, RUBCNL, SCAF11, APLP2, SERP1, FCAR, TRDMT1, GPSM3, S100A14, ASAP1, IFIT2, MVK, SNRK, LST1, SORBS1, VNN1, GRIK5, TFAP2C, COL1A1, TCF20, AGTPBP1, ZNF394, FBRS, SEMA4A, RAF1, GAD2, LINC00115, CD53, BTN3A1, MYO16, SECTM1, PAK1, KCNK7, DOCK4, ARHGAP45, MAPK1, RNPEPL1, RYK, KIF5A, GMIP, SPATA6, TRIM8, RNF44, RAB5IF, STC1, CXCL6, C2orf83, JADE1, PFKFB3, MPPE1, KDM5A, DCUN1D2, ESM1, MXD1, ERBB2, NPR3, SMARCD3, SEC24B, NRBF2, SP3P, OTULINL, MED25, PARM1, ATP6V0B, DPP8, CCN4, SLC12A6, ARMC7, TSG101, NPPC, MINDY1, ARHGDIB, ITGB2, KRT23, ZCCHC4, SLC28A2, MARF1, OR12D2, MARK3, PLAU, FLRT1, EXD3, KLF4, APAF1, RIPOR1, L1CAM, SIPA1L1, CCN2, MMP25, PDGFD, IFNAR2, MBD5, SNX13, REG1B, TLE3, MARCHF7, TRPC4AP, PSG4, CA12, PRKD1, ARAP1, CYTH4, LTBP2, ACOX1, ADGRE2, SLC30A3, RAB2A, PISD, PDLIM2, TRANK1, ZDHHC7, HOXA5, DSG1, SLC34A2, USP4, FBXO40, YIF1B, IVNS1ABP, SLA, B3GAT1, ARHGEF4	MSigDb_Dif_Expression
GSE22103_LPS_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_DN	Neutrophils	MSigDb_Dif_Expression	MT1E, FCRL1, CXCR2, CTDSP2, BACH2, GOLGA4, UTP4, RELB, SMUG1, ERCC1, BIRC3, ZNF407, ZBTB42, MOCS3, C8orf33, METTL4, VPS13C, KIF3C, KDM5C, RNF103, FMNL2, KMT2E, SCYL3, NFAT5, RHBDL3, KDM2B, ELL2, ATMIN, MORF4L1, IL21R, TIRAP, PPP6C, NEU1, B3GALNT2, AGFG1, CHST11, ARHGEF10, HAPLN3, TMEM9B, IMMT, SPART, GOLGA5, DCAF12, NAP1L2, ZNF655, BCL10, CDK13, MBNL2, BET1L, IL18R1, EHD1, FKBP1A, FGFBP3, NFKBIB, CERT1, TRAK1, CAMK2N2, PPP4R1, TOR1B, TRIM44, PDCD7, ZNF217, SNX27, JCAD, DDX19A, CTNNA1, ZFP91, MED8, ARHGAP26, TANC2, CDKN2B, PTPN3, NOC3L, ZNF280C, SPECC1L, KPNA4, C5orf22, FOXN3, EPC2, ZEB1, GSDME, GABARAPL1, RBM5, BLVRB, ABTB1, GLDC, EDEM2, TAX1BP3, DSEL, F2R, ENC1, SLAIN2, IKBKG, PACS2, ZNF839, BRAT1, PLA1A, SEMA6D, BMF, KLRD1, ARF6, NXT1, KIAA1522, MAP2K3, DNAJC14, UBTD2, TACC2, ZBTB4, UBXN4, SALL2, ZNF438, PURG, BCL6, BSDC1, CCP110, SLC25A46, TMEM65, ITSN2, MBD1, TJP2, ULK1, ANO6, NTF4, PPFIBP1, IFNAR1, TMEM127, TRIM45, SOCS5, ZNF236, SLK, MKNK2, MTRR, TMEM74B, LARP1, TMEM214, CCDC6, DYRK1A, CXCL16, C11orf24, NAA20, SGSM3, GABPB2, NPC1, ROCK2, MFSD5, GID4, GHR, ARID2, LITAF, SELENOI, SLC25A33, ZBTB45, DCTN4, ARHGAP35, ANXA2, GGNBP2, AMFR, ARHGAP1, IL23A, ADORA2B, EXO5, TMEM177, PEX12, VRK3, HMOX1, TMEM115, PSMD2, TTLL4, ZNF841, WSB2, HARS2, UBQLN1, CCDC66, ATP13A3, ATP2B1, RAP1B, MARS2, ELP5, DFFB, URB2, PRR14L, DAAM1, LIMD1, PPRC1, CDC42BPB, DGCR8, VPS54, PXDC1, TNKS2, CRISP3, THUMPD1, MDM4, CAPN2, CSTB, GPAT3, ZNF263, ATP8B2, RC3H2, DPM2, C16orf54	MSigDb_Dif_Expression
GSE3982_NEUTROPHIL_VS_TH2_UP	Neutrophils	MSigDb_Dif_Expression	BAZ2B, WDR26, ZCCHC2, FMO6P, NTRK3, IMPA2, TSPAN32, IMPDH1, GNAQ, CAPZA2, SH3BP5, NTSR2, STAC, TLR6, SLC22A14, ABCC2, SPTLC2, UBE2D3, CDK19, IDO1, GOLGB1, CHSY1, ACTR3, HK3, R3HDM2, NIBAN1, ATP1B2, ATP5F1E, ELN, ULBP1, NABP1, ARSF, CUL4B, PI3, ECM1, CDK12, IL22RA1, SERPINA3, ADAM29, PTEN, VCL, RAB33B, RAC2, RASGRF1, ARID3B, PADI4, LRRFIP1, KRTAP2-4, PSME4, JMJD1C, CDS2, VPS37B, XAF1, RIOK3, MEOX2, PKN2, SLC22A4, TRAF6, ZDHHC17, DACH1, FAM53B, HEY1, MAPK8IP3, ZZEF1, ARPC3, MAML1, NCAM1, KLHL21, CEMP1, CLEC4E, IL1R1, IFNB1, FBP1, LAPTM5, APH1B, RAB36, CCNJL, FOXN3, NFYA, SERP1, PGAP6, EVI2A, PARP8, DIO3, IFIT2, PAK2, ITIH4, ZNF516, NOVA2, UCP1, RHBDL1, SPATA1, SYNJ1, ZNF394, RALGPS1, NCOA4, SH3BGRL, TOR1AIP1, GAD2, RNF19B, PAK1, DPEP2, CLTCL1, ARHGAP45, DYNC1I1, FLOT1, MAPK1, AKAP17A, CFD, PACSIN2, GMIP, BTN2A1, EGFR, HTR2A, TBL1X, RNF44, SLC7A7, CXCL6, ACTA1, AXIN1, HRH3, F2RL1, PFKFB3, MPPE1, KDM5A, MAP1S, ARL4A, EVI2B, ABCC5, SEC24B, OTULINL, MED25, CLK1, TREM1, SLC12A6, SYNE2, TNP1, NECAP1, EFHD2, S100A11, CEBPA, ZNF440, NPPC, MINDY1, CSK, POU2F1, NBR1, ZFP36L1, RBCK1, OR12D2, MARK3, GMPR2, CEACAM4, EXD3, ACTN1, RRP12, KLF4, APAF1, RIPOR1, OGFRL1, SLC11A1, DENND5A, L1CAM, UPK3A, NLRP1, DUSP22, PAH, MYO9B, OVOL2, MMP25, SH2D3A, CD248, IFNAR2, E2F3, REG1B, LYZL6, PSG4, DNAJB12, TMBIM4, CACNA2D3, CYTH4, RAB2A, ACOX1, LTBP2, THNSL2, SLC30A3, NCR2, ADGRE2, SMCP, PISD, H2BC5, G6PC2, BICC1, USP4, RARB, YIF1B, PSTPIP2, GIT2, SPAG9, VAV3	MSigDb_Dif_Expression
GSE27786_LIN_NEG_VS_NEUTROPHIL_DN	Neutrophils	MSigDb_Dif_Expression	FAM111A, AKT2, MLPH, CPEB4, BTK, SPATA13, ARL3, MED17, SP1, ATXN1L, ATP8A2, IER3IP1, TBC1D10C, RILPL2, SLC12A1, NFAT5, MCF2L, FBXO42, SLC22A14, KLHL9, NRG2, CCNL2, RPP25, B3GAT3, MAF1, BASP1, RAG1, PABPC1L, MIEN1, VPS28, NIT1, CREB3L3, PPP2CB, KRT78, HBP1, KCTD11, HAS2, CITED2, COL11A2, CHAC1, EPHX3, STX12, EML2, SH2B2, ADIPOR2, ABCA7, ZYG11B, MORC3, CCN3, BABAM2, CAST, TMEM104, PTPN12, HOXD4, SFMBT2, LRCH3, ATP5ME, ABRACL, TRAF3, CERT1, UPF3A, MUC4, ZNRF1, EMC2, PLEKHM2, ITFG1, CHMP1A, GSK3B, EID3, VPS9D1, MMP24, HECA, RARG, ATG2A, C9orf78, CDK9, WNK2, BMP15, NCK1, LRP10, PRKAB1, CIC, SUPT4H1, CHFR, ATOX1, RPRD1A, TCIRG1, TMEM30A, TBPL1, DHRSX, RNF185, FAM217B, DDR1, RBPJ, DCAF11, ZBTB7A, INPPL1, CDKL4, HLA-E, CMTM6, SOS2, SUSD6, TRDMT1, EMB, LRRC74A, B3GNT2, PLEC, PXYLP1, VCAN, CRAT, SLC34A1, STX5, ARL2BP, SNF8, DLGAP2, AGTPBP1, RAF1, SAP30, NRAP, SLC17A9, ERRFI1, PGGHG, TACC1, ATP6V0A4, IL20, TRIM8, GPR107, MTMR6, ELOVL1, HUNK, OSTM1, TIAM2, MPP3, MPP1, C14orf119, HOXD13, KRAS, KMT2D, S100A5, FAM120B, ANAPC2, ITPK1, ADAMTSL4, CDH16, GPER1, CNIH4, SLC16A6, NSD3, SNAI1, OR7C1, KCND1, ACLY, ZC3HAV1, PTGDR, ZFAND5, DCTN1, MVB12B, TAS1R3, MFSD4B, ADAMTSL3, GRB2, GALE, PHF1, HEATR6, C11orf71, PGS1, DNAJC1, USE1, IL1RAP, TPST2, NFKBIE, TRAM2, FAM104A, MPND, TRIM5, ATP6V1F, TXNDC9, KRT80, MRAP2, TRIM39, INPP5E, MEF2B, CAMK1D, EMILIN2, GJA4, EZH1, SERPINB1, SLC25A11, SHARPIN, SLC17A7, FAM13B, SLC30A1, GAB2, ALPI, KLC1, RC3H2, SNAPC5, PRLR, CFLAR, TMX4	MSigDb_Dif_Expression
GSE12001_MIR223_KO_VS_WT_NEUTROPHIL_DN	Neutrophils	MSigDb_Dif_Expression	EDRF1, ADAM17, MT1E, MECP2, MYADM, GOSR2, CBX4, GALNT11, GTF3C4, SPECC1, CASP2, HCFC1R1, BIRC3, TRAPPC10, CRAMP1, POLI, EPC1, ETNK1, C9orf40, XPO7, NAF1, PER2, KPNB1, ACTR6, RAB14, MKRN2, ACADM, SOCS6, CFAP141, RAP2A, ATP6AP1, RIF1, TRIM41, RPL14, MPP7, CUL4B, TMBIM1, KRT2, TADA1, SCYL1, DHX40, EIF2AK4, ANTXR2, ARRB2, RCOR1, BIRC2, CLASP1, CGGBP1, ICE1, IARS2, SRP14, ENTPD4, TMEM87A, GEM, DEK, MYLIP, SPAST, IDH3G, EPS15, BCLAF1, CLASRP, AIFM1, BLTP1, UBE2F, CDK5RAP1, ERMP1, HERC4, RPP14, GPRASP1, CCKAR, USP1, REV3L, CLEC3B, TRIM33, NAAA, ATP7A, MORN4, BBOX1, XAB2, C5orf22, CPPED1, TOB2, GSDME, CCNE1, SATB1, ADGRA3, SMC5, SLAIN2, ETFDH, ATP11A, STX5, ORC6, VPS4B, PI15, GP1BA, KDM3A, PNRC1, SMARCA2, PIP5K1C, ZNF394, PTCD3, FAM76A, RBM10, RECK, ASPRV1, AATF, GPR89B, WDR82, DDX20, SLC25A46, TLCD4, RNFT1, PTPA, STXBP3, ABHD17C, CFAP20, RAB6B, FAM133B, IL15, MCM3AP, BTBD1, CYFIP1, STAT4, SPINK4, USP7, ART3, RPAP3, MRPL44, TCF12, DRG1, CXCL3, MARVELD1, HNRNPK, PELO, NCKAP1L, METTL23, PIGH, SAFB, ZNF704, TMX2, YTHDC1, SMARCD2, MIA3, DCTN4, SLC25A20, CASR, PSMA8, HEATR1, ANXA2, GGNBP2, SYF2, LAMP1, EOMES, SPRYD7, PLEKHA7, FAM76B, ALDH9A1, TMEM230, ATF2, DMAC2, EID1, ZFP36L1, RABEP1, ETFBKMT, CNOT2, ZFP36L2, LZTFL1, C6orf132, SLC10A3, ZMYM3, KLHDC2, TINF2, UBP1, SDR42E1, CHEK1, DDX54, GDI1, DDB2, TTI1, ZMYND8, DHCR7, OCSTAMP, LSM14B, PLEKHA2, PCNX4, RNF2, DNAJC10, SMAP1, CCNG2, MLLT11, PSTK, ATAD2B, DCP1A, CPE, FXYD2, ING2, CDT1, PDCD2, PRPF39, ZBTB14	MSigDb_Dif_Expression
GSE3982_MAC_VS_NEUTROPHIL_DN	Neutrophils	MSigDb_Dif_Expression	CTDSP2, PUM2, TCL1A, AZGP1, SNTA1, ARHGAP25, HAUS4, LPCAT1, GNAQ, ZNF692, NMI, PPM1E, GRIA2, MORN1, FTH1, AQP9, PCK1, KPNB1, ARPC4, LSAMP, ACTR3, SH2D3C, ARHGEF18, CERS4, GNMT, ATP1B2, ATRX, ULBP1, CSGALNACT1, FOXO3, ACE2, CDK12, SH2B2, S100P, CTDSP1, NLRP3, IFNA7, PCGF2, KRT19P2, EFEMP2, PPP6R1, PSAP, SULF1, BAZ1A, SCN10A, ISG20, NXF2, BIRC2, LRRFIP1, SAMD9, GPR88, SH2D1A, CERNA1, CHTOP, ERO1B, TAP2, RASSF7, GSK3B, ARID4A, SIRPG, NRF1, SLC25A14, IL17A, CX3CR1, CHRM2, ACTB, DACH1, KIR2DL4, PLBD1, MAPK8IP3, KANSL1L, ANKRD12, APOF, TNFAIP3, ETV7, CRHR1, COTL1, SPAM1, CCNJL, SERP1, LYN, ARAF, SNTG2, GARRE1, PARP8, EWSR1, PAK2, ITIH4, KAT7, HEXIM1, CERS2, TFAP2C, NDST3, PIM2, CABIN1, UCP1, HBE1, PLXNC1, AGTPBP1, BLTP3B, SPATA1, SV2A, ZNF394, FBRS, CKB, PPT1, YIPF1, CD53, AATF, MYO16, BTN3A1, PAK1, MON1B, DICER1, COMP, REPS1, MADCAM1, EEF1D, ARHGEF1, CSNK1G1, STX16, GDF3, BTN2A1, GJD2, TRIM8, RAB5IF, STC1, EYA1, PTPRG, TREH, ABCC5, GNB2, S1PR4, IFNA5, GPBP1L1, ADAMTSL4, TREM1, ZNF44, SYNE2, SERTAD3, CEACAM6, SCN2B, C1RL, BACH1, CHAD, CCR10, KRT23, MTMR12, MARF1, MSL2, OXT, MED16, DUSP2, MARK3, CEACAM4, EXD3, PELI1, SCARF1, APAF1, SOX10, BBIP1, DENND5A, ADGRG3, IL1RAP, SLC6A11, ADH6, MYO9B, OR11A1, ZNF473, TESC, ORM1, PAX1, IFNAR2, UBE2D1, E2F3, SEC14L1, FOXP3, ZMYND8, OLAH, CDKN2D, P2RY10, PDLIM2, PISD, TRANK1, TMEM47, GALNT10, CALCOCO1, JUNB, ACAN, UNC5B, YIF1B, PSG9, PTAFR, DEF6, GFI1	MSigDb_Dif_Expression
GOBP_NEUTROPHIL_MEDIATED_IMMUNITY	Neutrophils	Gene_Ontology	ADAM17, VAMP2, IL6, BCR, ANXA3, ITGB2, DNASE1, ACE, ARG1, VAMP8, SYK, VAMP7, STXBP2, KMT2E, DNASE1L3, JAGN1, STXBP3, CTSG, ELANE, TUSC2, ITGAM, CXCL6, F2RL1, CARD9, IRAK4, PRAM1, SCNN1B, PLA2G1B, MYD88, AZU1, WDR1, F2, NLRP6, TREM1, CD177, SPI1, PTAFR	Gene_Ontology
HOWARD_NEUTROPHIL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_3DY_UP	Neutrophils	MSigDb_Dif_Expression	SAMHD1, IFIT1, ZCCHC2, GBP5, TREX1, TMEM268, IFIT5, ISG15, GBP3, IFI44, TNIK, GIMAP2, APOL3, RHPN1, AIM2, MDN1, SIGLEC1, SP140, TRIM14, HLA-DRA, CARD17P, ZNF496, GIMAP1, GCH1, SESTD1, CLMP, HERC6, CD274, TMEM62, OAS3, PRPF31, RSAD2, ZSWIM3, GBP4, LY6E, XAF1, TIMM10, OASL, ZBP1, USP18, IFITM3, OAS1, PARP14, KIAA1958, TRIM6, P2RY14, PLPP6, CD2AP, IFI44L, SLFN5, LAP3, IFIT3, ETV7, PNPT1, PLSCR1, IFI6, TRIM22, FRMD3, EXOSC9, EXOC3L1, LIPA, IFIT2, CATSPER2, WDR86, LAMP3, CMPK2, AGRN, RTP4, SCARB2, BTN2A3P, FCGR1A, CYB561, HERC5, CREB3L2, EIF2AK2, PCK2, SPATS2L, BTN3A3, ZNF680, OAS2, LPAR6, GBP1, RNF144A, SLFN13, GRAMD1B, IFIH1, PARP12, PPM1K, MOV10, MATCAP1, SMTNL1, ACO1, DDX60, BATF2, IFI35, BST2, DHX58, VAMP5, PARP10, STOML1, CMAHP, EPSTI1, KLHDC7B, TRIM5, CMTR1, MT2A, LHFPL2, APOBEC3D, TRIB2, SERPING1, RHOC, TLDC2, ECHDC2, GBP6, SAMD9L, EVL, TFEC, MX1, GALM	MSigDb_Dif_Expression
